"product_id","product_name","category","brand","last_updated","created_at"
P00261,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-03-19 21:21:31.000
P00262,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-10-19 21:21:31.000
P00263,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-05-18 21:21:31.000
P00264,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-09-10 21:21:31.000
P00265,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-05-13 21:21:31.000
P00266,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-07-23 21:21:31.000
P00267,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2024-10-31 21:21:31.000
P00268,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2024-09-23 21:21:31.000
P00269,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2025-05-15 21:21:31.000
P00270,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-01-04 21:21:31.000
P00271,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-03-11 21:21:31.000
P00272,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-04-22 21:21:31.000
P00273,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-12-23 21:21:31.000
P00274,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-08-06 21:21:31.000
P00275,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-01-13 21:21:31.000
P00276,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-10-09 21:21:31.000
P00277,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-09-13 21:21:31.000
P00278,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-01-29 21:21:31.000
P00279,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-11-09 21:21:31.000
P00280,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-12-11 21:21:31.000
P00281,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2024-11-24 21:21:31.000
P00282,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-03-10 21:21:31.000
P00283,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-01-24 21:21:31.000
P00284,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2025-02-14 21:21:31.000
P00285,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-03-01 21:21:31.000
P00286,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2024-09-23 21:21:31.000
P00287,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2024-10-08 21:21:31.000
P00288,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-01-04 21:21:31.000
P00289,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-04-09 21:21:31.000
P00290,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-12-15 21:21:31.000
P00291,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-04-17 21:21:31.000
P00292,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-06-08 21:21:31.000
P00293,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2024-09-22 21:21:31.000
P00294,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2024-10-15 21:21:31.000
P00295,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-05-22 21:21:31.000
P00296,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-04-13 21:21:31.000
P00297,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2024-10-18 21:21:31.000
P00298,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-07-20 21:21:31.000
P00299,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-02-27 21:21:31.000
P00300,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2024-11-03 21:21:31.000
P00301,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-07-10 21:21:31.000
P00302,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-03-17 21:21:31.000
P00303,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2024-12-22 21:21:31.000
P00304,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-02-23 21:21:31.000
P00305,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2025-07-02 21:21:31.000
P00306,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-01-04 21:21:31.000
P00307,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-02-28 21:21:31.000
P00308,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2025-04-26 21:21:31.000
P00309,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2024-11-12 21:21:31.000
P00310,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-11-02 21:21:31.000
P00311,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2024-09-22 21:21:31.000
P00312,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-12-19 21:21:31.000
P00313,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-12-14 21:21:31.000
P00314,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-07-05 21:21:31.000
P00315,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2024-10-13 21:21:31.000
P00316,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-02-24 21:21:31.000
P00317,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2024-10-03 21:21:31.000
P00318,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-10-26 21:21:31.000
P00319,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-03-06 21:21:31.000
P00320,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2024-11-19 21:21:31.000
P00321,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2024-09-20 21:21:31.000
P00322,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-05-14 21:21:31.000
P00323,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2024-10-30 21:21:31.000
P00324,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-11-22 21:21:31.000
P00325,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2024-10-30 21:21:31.000
P00326,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2024-12-24 21:21:31.000
P00327,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-04-24 21:21:31.000
P00328,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-07-27 21:21:31.000
P00329,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-07-30 21:21:31.000
P00330,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-01-15 21:21:31.000
P00331,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-05-22 21:21:31.000
P00332,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-10-08 21:21:31.000
P00333,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-06-13 21:21:31.000
P00334,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-06-10 21:21:31.000
P00335,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-07-24 21:21:31.000
P00336,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2025-06-23 21:21:31.000
P00337,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2024-11-01 21:21:31.000
P00338,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-05-20 21:21:31.000
P00339,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2024-09-10 21:21:31.000
P00340,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2024-11-13 21:21:31.000
P00341,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2024-09-06 21:21:31.000
P00342,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-11-19 21:21:31.000
P00343,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-07-25 21:21:31.000
P00344,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-08-04 21:21:31.000
P00345,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-01-21 21:21:31.000
P00346,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-07-20 21:21:31.000
P00347,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-07-14 21:21:31.000
P00348,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2024-10-11 21:21:31.000
P00349,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-04-17 21:21:31.000
P00350,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-05-24 21:21:31.000
P00351,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2024-10-27 21:21:31.000
P00352,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-01-21 21:21:31.000
P00353,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2024-10-01 21:21:31.000
P00354,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-04-15 21:21:31.000
P00355,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2024-11-19 21:21:31.000
P00356,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-03-05 21:21:31.000
P00357,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2024-12-18 21:21:31.000
P00358,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-04-05 21:21:31.000
P00359,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2025-07-16 21:21:31.000
P00360,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2024-11-29 21:21:31.000
P00361,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2024-12-15 21:21:31.000
P00362,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2024-09-27 21:21:31.000
P00363,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2024-11-15 21:21:31.000
P00364,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-05-02 21:21:31.000
P00365,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2025-02-07 21:21:31.000
P00366,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-08-01 21:21:31.000
P00367,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2024-12-24 21:21:31.000
P00368,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-06-17 21:21:31.000
P00369,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-04-18 21:21:31.000
P00370,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-02-23 21:21:31.000
P00371,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2025-02-14 21:21:31.000
P00372,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-02-26 21:21:31.000
P00373,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-07-22 21:21:31.000
P00374,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2025-06-03 21:21:31.000
P00375,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-11-12 21:21:31.000
P00376,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2024-09-25 21:21:31.000
P00377,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-04-16 21:21:31.000
P00378,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-03-20 21:21:31.000
P00379,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2025-03-26 21:21:31.000
P00380,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-03-01 21:21:31.000
P00381,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2024-11-20 21:21:31.000
P00382,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-04-22 21:21:31.000
P00383,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-06-29 21:21:31.000
P00384,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2025-07-06 21:21:31.000
P00385,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2024-12-03 21:21:31.000
P00386,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-09-08 21:21:31.000
P00387,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-05-21 21:21:31.000
P00388,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-09-10 21:21:31.000
P00389,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2025-07-13 21:21:31.000
P00390,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-01-14 21:21:31.000
P00391,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2024-12-23 21:21:31.000
P00392,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-02-22 21:21:31.000
P00393,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2024-11-07 21:21:31.000
P00394,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-06-30 21:21:31.000
P00395,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-10-13 21:21:31.000
P00396,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2024-12-20 21:21:31.000
P00397,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2024-12-22 21:21:31.000
P00398,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-07-11 21:21:31.000
P00399,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-04-11 21:21:31.000
P00400,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2024-09-20 21:21:31.000
P00401,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2025-02-06 21:21:31.000
P00402,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2024-11-18 21:21:31.000
P00403,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2025-03-26 21:21:31.000
P00404,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2024-12-08 21:21:31.000
P00405,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-03-10 21:21:31.000
P00406,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-04-11 21:21:31.000
P00407,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-01-01 21:21:31.000
P00408,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2025-07-27 21:21:31.000
P00409,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-12-29 21:21:31.000
P00410,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-05-31 21:21:31.000
P00411,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-02-25 21:21:31.000
P00412,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-04-18 21:21:31.000
P00413,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2024-11-21 21:21:31.000
P00414,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-06-08 21:21:31.000
P00415,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2024-10-13 21:21:31.000
P00416,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-02-01 21:21:31.000
P00417,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-05-17 21:21:31.000
P00418,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-05-24 21:21:31.000
P00419,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-04-10 21:21:31.000
P00420,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-11-20 21:21:31.000
P00421,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2024-10-25 21:21:31.000
P00422,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-07-19 21:21:31.000
P00423,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-10-22 21:21:31.000
P00424,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-02-19 21:21:31.000
P00425,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-01-31 21:21:31.000
P00426,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2024-09-13 21:21:31.000
P00427,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-04-13 21:21:31.000
P00428,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-05-10 21:21:31.000
P00429,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2025-06-22 21:21:31.000
P00430,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-01-29 21:21:31.000
P00431,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-10-30 21:21:31.000
P00432,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2024-09-21 21:21:31.000
P00433,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2024-11-05 21:21:31.000
P00434,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-10-13 21:21:31.000
P00435,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-01-20 21:21:31.000
P00436,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-12-12 21:21:31.000
P00437,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-03-07 21:21:31.000
P00438,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2025-01-23 21:21:31.000
P00439,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-03-30 21:21:31.000
P00440,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-05-09 21:21:31.000
P00441,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-02-12 21:21:31.000
P00442,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-02-06 21:21:31.000
P00443,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-03-15 21:21:31.000
P00444,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-09-20 21:21:31.000
P00445,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-03-23 21:21:31.000
P00446,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-06-10 21:21:31.000
P00447,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-07-06 21:21:31.000
P00448,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-08-06 21:21:31.000
P00449,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2025-08-01 21:21:31.000
P00450,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-05-15 21:21:31.000
P00451,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-11-18 21:21:31.000
P00452,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-01-12 21:21:31.000
P00453,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2024-10-29 21:21:31.000
P00454,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-09-11 21:21:31.000
P00455,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2025-06-18 21:21:31.000
P00456,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-03-07 21:21:31.000
P00457,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2024-12-05 21:21:31.000
P00458,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-07-09 21:21:31.000
P00459,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-03-30 21:21:31.000
P00460,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-04-25 21:21:31.000
P00461,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2024-12-20 21:21:31.000
P00462,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2025-07-25 21:21:31.000
P00463,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-10-09 21:21:31.000
P00464,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-11-06 21:21:31.000
P00465,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-03-13 21:21:31.000
P00466,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-04-26 21:21:31.000
P00467,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-05-22 21:21:31.000
P00468,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2024-09-17 21:21:31.000
P00469,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2025-07-23 21:21:31.000
P00470,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2024-09-11 21:21:31.000
P00471,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-01-23 21:21:31.000
P00472,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-06-09 21:21:31.000
P00473,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-05-03 21:21:31.000
P00474,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-01-26 21:21:31.000
P00475,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2024-12-15 21:21:31.000
P00476,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-10-04 21:21:31.000
P00477,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-01-07 21:21:31.000
P00478,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2024-12-28 21:21:31.000
P00479,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-08-07 21:21:31.000
P00480,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-02-28 21:21:31.000
P00481,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-04-06 21:21:31.000
P00482,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2025-05-10 21:21:31.000
P00483,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-05-31 21:21:31.000
P00484,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-05-31 21:21:31.000
P00485,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-03-23 21:21:31.000
P00486,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2024-10-10 21:21:31.000
P00487,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-07-18 21:21:31.000
P00488,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-04-23 21:21:31.000
P00489,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-01-03 21:21:31.000
P00490,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-04-16 21:21:31.000
P00491,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2024-12-01 21:21:31.000
P00492,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2024-09-25 21:21:31.000
P00493,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-06-20 21:21:31.000
P00494,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2024-12-19 21:21:31.000
P00495,Oreo Cookies,Snacks,Mondelez,2025-09-06 21:21:31.000,2025-07-02 21:21:31.000
P00496,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2025-05-23 21:21:31.000
P00497,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2025-03-19 21:21:31.000
P00498,Snickers,Snacks,Mars,2025-09-06 21:21:31.000,2025-06-07 21:21:31.000
P00499,KitKat Bar,Snacks,Nestlé,2025-09-06 21:21:31.000,2025-03-10 21:21:31.000
P00500,Doritos Nacho,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2024-09-26 21:21:31.000
P00501,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-04-21 21:21:31.000
P00502,Lays Classic,Snacks,Frito-Lay,2025-09-06 21:21:31.000,2025-02-09 21:21:31.000
P00503,Fairy Dish Soap,Household,P&G,2025-09-06 21:21:31.000,2024-12-16 21:21:31.000
P00504,Persil Detergent,Household,Henkel,2025-09-06 21:21:31.000,2025-01-17 21:21:31.000
P00505,Persil Detergent,Household,Henkel,2025-09-06 21:21:31.000,2024-12-28 21:21:31.000
P00506,Persil Detergent,Household,Henkel,2025-09-06 21:21:31.000,2025-05-28 21:21:31.000
P00507,Harpic Toilet Cleaner,Household,Reckitt,2025-09-06 21:21:31.000,2025-07-12 21:21:31.000
P00508,Fairy Dish Soap,Household,P&G,2025-09-06 21:21:31.000,2024-10-30 21:21:31.000
P00509,Harpic Toilet Cleaner,Household,Reckitt,2025-09-06 21:21:31.000,2025-04-03 21:21:31.000
P00510,Harpic Toilet Cleaner,Household,Reckitt,2025-09-06 21:21:31.000,2025-06-03 21:21:31.000
P00511,Harpic Toilet Cleaner,Household,Reckitt,2025-09-06 21:21:31.000,2025-04-18 21:21:31.000
P00512,Fairy Dish Soap,Household,P&G,2025-09-06 21:21:31.000,2024-10-21 21:21:31.000
P00513,Persil Detergent,Household,Henkel,2025-09-06 21:21:31.000,2024-09-12 21:21:31.000
P00514,Harpic Toilet Cleaner,Household,Reckitt,2025-09-06 21:21:31.000,2024-09-28 21:21:31.000
P00515,Persil Detergent,Household,Henkel,2025-09-06 21:21:31.000,2025-02-06 21:21:31.000
P00516,Domestos Bleach,Household,Unilever,2025-09-06 21:21:31.000,2024-09-14 21:21:31.000
P00517,Domestos Bleach,Household,Unilever,2025-09-06 21:21:31.000,2024-12-02 21:21:31.000
P00518,Harpic Toilet Cleaner,Household,Reckitt,2025-09-06 21:21:31.000,2025-01-27 21:21:31.000
P00519,Persil Detergent,Household,Henkel,2025-09-06 21:21:31.000,2025-06-21 21:21:31.000
P00520,Persil Detergent,Household,Henkel,2025-09-06 21:21:31.000,2024-09-30 21:21:31.000
P00521,Fairy Dish Soap,Household,P&G,2025-09-06 21:21:31.000,2025-07-25 21:21:31.000
P00522,Domestos Bleach,Household,Unilever,2025-09-06 21:21:31.000,2024-10-31 21:21:31.000
P00523,Persil Detergent,Household,Henkel,2025-09-06 21:21:31.000,2025-08-06 21:21:31.000
P00524,Domestos Bleach,Household,Unilever,2025-09-06 21:21:31.000,2025-02-17 21:21:31.000
P00525,Persil Detergent,Household,Henkel,2025-09-06 21:21:31.000,2025-07-06 21:21:31.000
